#name	dataset	cross_sxn(pb)	cross_sxn_err	total_evts	skimmed_dataset	skimmed_events
# Data	##################################################
WRtoMuMuJJ_2200_1100	/WRToNuMuToMuMuJJ_MW-2200_MNu-1100_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	3.921e-02	1.126e-04	50000	/WRToNuMuToMuMuJJ_MW-2200_MNu-1100_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_2200_1100_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	47362
WRtoMuMuJJ_2400_1200	/WRToNuMuToMuMuJJ_MW-2400_MNu-1200_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	2.394e-02	6.809e-05	50000	/WRToNuMuToMuMuJJ_MW-2400_MNu-1200_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_2400_1200_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	47631
WRtoMuMuJJ_2600_1300	/WRToNuMuToMuMuJJ_MW-2600_MNu-1300_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.489e-02	4.197e-05	50000	/WRToNuMuToMuMuJJ_MW-2600_MNu-1300_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_2600_1300_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	47707
WRtoMuMuJJ_2800_1400	/WRToNuMuToMuMuJJ_MW-2800_MNu-1400_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	9.422e-03	2.675e-05	48344	/WRToNuMuToMuMuJJ_MW-2800_MNu-1400_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_2800_1400_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	46313
WRtoMuMuJJ_3000_1500	/WRToNuMuToMuMuJJ_MW-3000_MNu-1500_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	6.034e-03	1.655e-05	50000	/WRToNuMuToMuMuJJ_MW-3000_MNu-1500_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_3000_1500_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	47998
WRtoMuMuJJ_3200_1600	/WRToNuMuToMuMuJJ_MW-3200_MNu-1600_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	3.904e-03	1.101e-05	46374	/WRToNuMuToMuMuJJ_MW-3200_MNu-1600_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_3200_1600_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	44567
WRtoMuMuJJ_3600_1800	/WRToNuMuToMuMuJJ_MW-3600_MNu-1800_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.661e-03	4.447e-06	48299	/WRToNuMuToMuMuJJ_MW-3600_MNu-1800_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_3600_1800_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	46548
WRtoMuMuJJ_3800_1900	/WRToNuMuToMuMuJJ_MW-3800_MNu-1900_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.097e-03	2.817e-06	50000	/WRToNuMuToMuMuJJ_MW-3800_MNu-1900_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_3800_1900_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48387
WRtoMuMuJJ_4000_2000	/WRToNuMuToMuMuJJ_MW-4000_MNu-2000_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	7.205e-04	1.876e-06	47296	/WRToNuMuToMuMuJJ_MW-4000_MNu-2000_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_4000_2000_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	45668
WRtoMuMuJJ_4200_2100	/WRToNuMuToMuMuJJ_MW-4200_MNu-2100_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	4.791e-04	1.180e-06	49882	/WRToNuMuToMuMuJJ_MW-4200_MNu-2100_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_4200_2100_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48300
WRtoMuMuJJ_4400_2200	/WRToNuMuToMuMuJJ_MW-4400_MNu-2200_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	3.172e-04	7.646e-07	50000	/WRToNuMuToMuMuJJ_MW-4400_MNu-2200_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_4400_2200_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48441
WRtoMuMuJJ_4600_2300	/WRToNuMuToMuMuJJ_MW-4600_MNu-2300_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	2.124e-04	4.974e-07	50000	/WRToNuMuToMuMuJJ_MW-4600_MNu-2300_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_4600_2300_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48406
WRtoMuMuJJ_4800_2400	/WRToNuMuToMuMuJJ_MW-4800_MNu-2400_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.408e-04	3.212e-07	50000	/WRToNuMuToMuMuJJ_MW-4800_MNu-2400_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_4800_2400_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48453
WRtoMuMuJJ_5000_2500	/WRToNuMuToMuMuJJ_MW-5000_MNu-2500_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	9.423e-05	2.087e-07	50000	/WRToNuMuToMuMuJJ_MW-5000_MNu-2500_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_5000_2500_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48445
WRtoMuMuJJ_5200_2600	/WRToNuMuToMuMuJJ_MW-5200_MNu-2600_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	6.260e-05	1.342e-07	50000	/WRToNuMuToMuMuJJ_MW-5200_MNu-2600_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_5200_2600_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48507
WRtoMuMuJJ_5600_2800	/WRToNuMuToMuMuJJ_MW-5600_MNu-2800_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	2.790e-05	5.712e-08	49188	/WRToNuMuToMuMuJJ_MW-5600_MNu-2800_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_5600_2800_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	47716
WRtoMuMuJJ_5800_2900	/WRToNuMuToMuMuJJ_MW-5800_MNu-2900_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.871e-05	3.712e-08	50000	/WRToNuMuToMuMuJJ_MW-5800_MNu-2900_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_5800_2900_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48517
WRtoMuMuJJ_6000_3000	/WRToNuMuToMuMuJJ_MW-6000_MNu-3000_TuneCUETP8M1_13TeV-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM	1.252e-05	2.436e-08	49718	/WRToNuMuToMuMuJJ_MW-6000_MNu-3000_TuneCUETP8M1_13TeV-pythia8/shervin-WRtoMuMuJJ_6000_3000_SHv4-5384a7e33c033d9b40a8b8a80eeacaa1/USER	48270
